id,bin,containment_id,created_at,updated_at,deleted_at
3029,B005575,C005792,,,
3030,B005577,C000365,,,
3031,B005581,C010310,,,
3032,B005591,C000340,,,
3033,B005594,C000358,,,
3034,B005596,C010534,,,
3035,B005600,C005732,,,
3036,B005602,C005502,,,
3037,B005603,C000366,,,
3038,B005616,C005791,,,
3039,B005617,C005790,,,
3040,B005619,C000341,,,
3041,B005622,C010645,,,
3042,B005628,C010338,,,
3043,B005634,C011723,,,
3044,B005635,C010313,,,
3045,B005643,C010339,,,
3046,B005645,C005731,,,
3047,B005648,C010646,,,
3048,B005649,C005493,,,
3049,B005650,C010311,,,
3050,B005661,C005495,,,
3051,B005667,C000363,,,
3052,B005674,C005789,,,
3053,B005676,C005726,,,
3054,B005681,C005975,,,
3055,B005682,C010521,,,
3056,B005683,C000364,,,
3057,B005690,C005494,,,
3058,B005691,C005740,,,
3059,B005720,C010312,,,
3060,B005725,C005729,,,
3061,B005729,C005788,,,
3062,B005732,C005838,,,
3063,B005734,C001763,,,
3064,B005735,C005976,,,
3065,B005752,C005836,,,
3066,B005757,C005730,,,
3067,B005759,C005727,,,
3068,B005770,C005835,,,
3069,B005782,C011721,,,
3070,B005784,C005728,,,
3071,B005791,C005725,,,
3072,B005793,C005912,,,
3073,B005796,C004122,,,
3074,B005799,C011722,,,
3075,B005803,C011572,,,
3076,B005807,C004124,,,
3077,B005814,C005747,,,
3078,B005818,C005724,,,
3079,B005821,C005492,,,
3080,B005823,C004123,,,
3081,B005828,C004121,,,
3082,B005830,C011276,,,
3083,B005835,C001974,,,
3084,B005843,C011717,,,
3085,B005846,C005913,,,
3086,B005848,C004125,,,
3087,B005850,C005744,,,
3088,B005852,C004126,,,
3089,B005858,C010508,,,
3090,B005860,C005914,,,
3091,B005866,C011718,,,
3092,B005869,C011269,,,
3093,B005873,C005915,,,
3094,B005875,C005713,,,
3095,B005888,C005712,,,
3096,B005889,C004120,,,
3097,B005891,C005766,,,
3098,B005893,C005745,,,
3099,B005897,C005746,,,
3100,B005898,C005465,,,
3101,B005904,C005748,,,
3102,B005906,C005710,,,
3103,B005907,C011557,,,
3104,B005914,C010647,,,
3105,B005917,C005837,,,
3106,B005920,C001973,,,
3107,B005927,C000350,,,
3108,B005928,C000351,,,
3109,B005934,C010447,,,
3110,B005937,C005723,,,
3111,B005939,C005711,,,
3112,B005941,C005765,,,
3113,B005947,C005896,,,
3114,B005950,C005714,,,
3115,B005951,C000353,,,
3116,B005954,C005719,,,
3117,B005957,C005751,,,
3118,B005961,C000352,,,
3119,B005966,C005763,,,
3120,B005973,C005787,,,
3121,B005978,C005717,,,
3122,B005982,C005839,,,
3123,B005985,C005916,,,
3124,B005988,C005715,,,
3125,B005989,C005749,,,
3126,B005996,C000354,,,
3127,B005998,C010318,,,
3128,B005999,C005706,,,
3129,B006003,C005709,,,
3130,B006005,C005764,,,
3131,B006006,C000337,,,
3132,B006007,C011198,,,
3133,B006014,C005750,,,
3134,B006015,C005718,,,
3135,B006024,C005708,,,
3136,B006028,C005743,,,
3137,B006031,C010317,,,
3138,B006032,C011521,,,
3139,B006039,C005716,,,
3140,B006041,C005841,,,
3141,B006043,C005707,,,
3142,B006046,C004117,,,
3143,B006052,C011207,,,
3144,B006053,C005742,,,
3145,B006067,C005917,,,
3146,B006068,C005840,,,
3147,B006069,C005918,,,
3148,B006077,C005762,,,
3149,B006087,C001770,,,
3150,B006090,C011581,,,
3151,B006097,C010158,,,
3152,B006098,C011206,,,
3153,B006108,C000349,,,
3154,B006109,C000367,,,
3155,B006113,C010489,,,
3156,B006114,C010159,,,
3157,B006115,C000348,,,
3158,B006116,C010503,,,
3159,B006121,C005752,,,
3160,B006122,C005704,,,
3161,B006126,C011268,,,
3162,B006133,C005720,,,
3163,B006134,C004127,,,
3164,B006138,C005483,,,
3165,B006139,C004119,,,
3166,B006141,C005741,,,
3167,B006143,C005477,,,
3168,B006145,C005919,,,
3169,B006150,C001879,,,
3170,B006152,C005842,,,
3171,B006154,C005721,,,
3172,B006155,C011725,,,
3173,B006167,C011373,,,
3174,B006172,C004128,,,
3175,B006173,C005855,,,
3176,B006176,C005760,,,
3177,B006182,C005467,,,
3178,B006184,C000347,,,
3179,B006189,C005854,,,
3180,B006190,C000345,,,
3181,B006194,C005701,,,
3182,B006195,C010485,,,
3183,B006196,C001604,,,
3184,B006197,C005469,,,
3185,B006198,C005705,,,
3186,B006199,C005759,,,
3187,B006200,C004129,,,
3188,B006201,C000336,,,
3189,B006207,C005856,,,
3190,B006215,C010650,,,
3191,B006217,C005843,,,
3192,B006220,C005761,,,
3193,B006223,C005703,,,
3194,B006227,C000359,,,
3195,B006233,C005722,,,
3196,B006236,C001605,,,
3197,B006237,C005478,,,
3198,B006239,C000344,,,
3199,B006241,C005753,,,
3200,B006242,C005468,,,
3201,B006247,C010672,,,
3202,B006248,C000335,,,
3203,B006252,C010484,,,
3204,B006257,C005758,,,
3205,B006259,C005848,,,
3206,B006260,C005844,,,
3207,B006261,C004118,,,
3208,B006265,C005471,,,
3209,B006269,C005700,,,
3210,B006275,C005754,,,
3211,B006282,C005781,,,
3212,B006290,C005696,,,
3213,B006294,C011574,,,
3214,B006295,C005846,,,
3215,B006301,C000338,,,
3216,B006305,C005850,,,
3217,B006309,C001606,,,
3218,B006310,C005479,,,
3219,B006311,C005849,,,
3220,B006317,C010092,,,
3221,B006318,C005755,,,
3222,B006322,C005847,,,
3223,B006329,C005895,,,
3224,B006344,C011719,,,
3225,B006346,C005786,,,
3226,B006348,C005695,,,
3227,B006350,C005694,,,
3228,B006354,C005894,,,
3229,B006364,C011720,,,
3230,B006365,C005862,,,
3231,B006370,C005470,,,
3232,B006377,C005858,,,
3233,B006383,C000361,,,
3234,B006384,C010733,,,
3235,B006385,C001754,,,
3236,B006386,C010648,,,
3237,B006388,C000360,,,
3238,B006391,C005756,,,
3239,B006395,C001607,,,
3240,B006397,C000346,,,
3241,B006398,C005860,,,
3242,B006399,C005857,,,
3243,B006403,C005757,,,
3244,B006404,C005852,,,
3245,B006405,C005702,,,
3246,B006409,C005782,,,
3247,B006418,C000362,,,
3248,B006422,C005851,,,
3249,B006425,C005472,,,
3250,B006426,C010649,,,
3251,B006437,C009914,,,
3252,B006440,C011320,,,
3253,B006442,C001599,,,
3254,B006443,C005482,,,
3255,B006444,C005484,,,
3256,B006447,C005845,,,
3257,B006459,C005473,,,
3258,B006460,C001600,,,
3259,B006461,C001220,,,
3260,B006463,C005481,,,
3261,B006470,C001598,,,
3262,B006471,C005861,,,
3263,B006472,C011199,,,
3264,B006473,C005692,,,
3265,B006476,C010448,,,
3266,B006482,C005693,,,
3267,B006485,C005480,,,
3268,B006489,C005859,,,
3269,B006494,C005699,,,
3270,B006497,C001601,,,
3271,B006508,C005474,,,
3272,B006509,C005698,,,
3273,B006518,C005475,,,
3274,B006522,C005485,,,
3275,B006524,C005853,,,
3276,B006527,C001219,,,
3277,B006533,C011120,,,
3278,B006534,C005780,,,
3279,B006536,C009940,,,
3280,B006539,C005691,,,
3281,B006541,C005487,,,
3282,B006542,C011117,,,
3283,B006543,C009942,,,
3284,B006544,C009941,,,
3285,B006547,C001602,,,
3286,B006548,C010488,,,
3287,B006549,C010486,,,
3288,B006553,C011516,,,
3289,B006556,C005697,,,
3290,B006557,C009916,,,
3291,B006558,C011515,,,
3292,B006561,C001608,,,
3293,B006562,C005631,,,
3294,B006563,C001603,,,
3295,B006564,C010023,,,
3296,B006566,C009915,,,
3297,B006569,C005486,,,
3298,B006570,C005607,,,
3299,B006572,C005630,,,
3300,B006574,C005476,,,
3301,B006576,C001597,,,
3302,B006577,C011200,,,
3303,B006580,C010449,,,
3304,B006583,C011518,,,
3305,B006584,C010024,,,
3306,B006585,C011319,,,
3307,B006586,C005783,,,
3308,B006587,C005606,,,
3309,B006588,C005629,,,
3310,B006589,C001741,,,
3311,B006590,C005690,,,
3312,B006591,C011468,,,
3313,B006592,C009938,,,
3314,B006593,C010487,,,
3315,B006595,C005778,,,
3316,B006596,C009943,,,
3317,B006597,C009944,,,
3318,B006598,C005779,,,
3319,B006600,C001760,,,
3320,B006602,C001762,,,
3321,B006604,C001804,,,
3322,B006605,C009939,,,
3323,B006606,C010500,,,
3324,B006607,C005628,,,
3325,B006609,C009930,,,
3326,B006611,C010315,,,
3327,B006612,C001610,,,
3328,B006615,C001609,,,
3329,B006616,C010027,,,
3330,B006617,C001761,,,
3331,B006618,C005892,,,
3332,B006622,C001611,,,
3333,B006624,C010316,,,
3334,B006625,C001612,,,
3335,B006626,C009917,,,
3336,B006627,C005627,,,
3337,B006628,C010502,,,
3338,B006629,C005899,,,
3339,B006630,C010025,,,
3340,B006631,C010501,,,
3341,B006635,C010452,,,
3342,B006637,C005626,,,
3343,B006639,C005897,,,
3344,B006643,C005688,,,
3345,B006646,C005905,,,
3346,B006647,C005784,,,
3347,B006650,C005777,,,
3348,B006651,C005625,,,
3349,B006652,C011119,,,
3350,B006653,C011466,,,
3351,B006654,C005632,,,
3352,B006657,C009928,,,
3353,B006659,C010450,,,
3354,B006660,C005605,,,
3355,B006661,C005898,,,
3356,B006663,C010499,,,
3357,B006666,C005893,,,
3358,B006668,C005624,,,
3359,B006670,C005488,,,
3360,B006672,C005634,,,
3361,B006673,C005623,,,
3362,B006675,C011517,,,
3363,B006679,C005879,,,
3364,B006681,C005637,,,
3365,B006682,C009937,,,
3366,B006683,C005622,,,
3367,B006685,C005904,,,
3368,B006686,C005776,,,
3369,B006691,C005891,,,
3370,B006692,C011115,,,
3371,B006694,C005785,,,
3372,B006697,C005638,,,
3373,B006698,C005687,,,
3374,B006699,C005489,,,
3375,B006700,C005611,,,
3376,B006701,C005621,,,
3377,B006703,C009929,,,
3378,B006704,C010451,,,
3379,B006708,C010065,,,
3380,B006713,C005620,,,
3381,B006718,C009945,,,
3382,B006719,C005639,,,
3383,B006721,C005633,,,
3384,B006730,C009918,,,
3385,B006731,C005640,,,
3386,B006734,C005900,,,
3387,B006736,C010464,,,
3388,B006737,C005902,,,
3389,B006738,C005635,,,
3390,B006739,C005878,,,
3391,B006740,C005641,,,
3392,B006741,C005890,,,
3393,B006742,C010465,,,
3394,B006746,C005490,,,
3395,B006747,C005689,,,
3396,B006748,C005619,,,
3397,B006751,C005642,,,
3398,B006753,C005636,,,
3399,B006754,C005686,,,
3400,B006756,C001759,,,
3401,B006757,C005874,,,
3402,B006758,C010028,,,
3403,B006761,C010497,,,
3404,B006764,C005612,,,
3405,B006765,C011405,,,
3406,B006766,C005618,,,
3407,B006767,C005655,,,
3408,B006768,C009936,,,
3409,B006770,C010976,,,
3410,B006771,C011118,,,
3411,B006772,C009934,,,
3412,B006773,C005643,,,
3413,B006775,C010453,,,
3414,B006781,C005604,,,
3415,B006782,C005491,,,
3416,B006783,C005901,,,
3417,B006784,C011469,,,
3418,B006785,C005883,,,
3419,B006786,C005600,,,
3420,B006787,C005654,,,
3421,B006789,C005875,,,
3422,B006790,C010456,,,
3423,B006791,C010498,,,
3424,B006792,C005644,,,
3425,B006796,C005657,,,
3426,B006797,C009946,,,
3427,B006802,C009927,,,
3428,B006803,C005653,,,
3429,B006804,C005617,,,
3430,B006805,C010320,,,
3431,B006806,C008979,,,
3432,B006808,C009932,,,
3433,B006809,C005685,,,
3434,B006812,C005652,,,
3435,B006813,C005903,,,
3436,B006814,C005645,,,
3437,B006815,C005610,,,
3438,B006816,C005616,,,
3439,B006817,C005880,,,
3440,B006818,C011313,,,
3441,B006820,C001758,,,
3442,B006821,C005656,,,
3443,B006822,C000339,,,
3444,B006823,C005889,,,
3445,B006824,C005882,,,
3446,B006826,C005601,,,
3447,B006827,C010319,,,
3448,B006829,C005646,,,
3449,B006832,C005615,,,
3450,B006833,C005906,,,
3451,B006836,C009926,,,
3452,B006837,C005651,,,
3453,B006838,C005661,,,
3454,B006841,C009935,,,
3455,B006845,C010454,,,
3456,B006846,C005614,,,
3457,B006847,C011314,,,
3458,B006848,C009948,,,
3459,B006849,C010026,,,
3460,B006850,C005907,,,
3461,B006851,C009919,,,
3462,B006852,C009947,,,
3463,B006853,C005650,,,
3464,B006856,C005662,,,
3465,B006859,C005603,,,
3466,B006860,C009933,,,
3467,B006862,C011322,,,
3468,B006863,C005684,,,
3469,B006864,C005613,,,
3470,B006866,C011116,,,
3471,B006868,C001757,,,
3472,B006870,C005873,,,
3473,B006872,C005649,,,
3474,B006873,C005665,,,
3475,B006874,C005658,,,
3476,B006877,C005608,,,
3477,B006880,C005648,,,
3478,B006882,C010775,,,
3479,B006884,C005609,,,
3480,B006885,C005877,,,
3481,B006886,C005602,,,
3482,B006887,C005666,,,
3483,B006889,C005872,,,
3484,B006890,C009953,,,
3485,B006891,C005659,,,
3486,B006892,C010455,,,
3487,B006895,C010323,,,
3488,B006896,C005647,,,
3489,B006898,C005670,,,
3490,B006901,C008955,,,
3491,B006902,C005660,,,
3492,B006903,C005868,,,
3493,B006904,C005885,,,
3494,B006907,C001742,,,
3495,B006908,C005671,,,
3496,B006912,C005881,,,
3497,B006913,C010457,,,
3498,B006914,C005663,,,
3499,B006915,C010460,,,
3500,B006920,C009954,,,
3501,B006921,C005908,,,
3502,B006922,C011051,,,
3503,B006923,C005674,,,
3504,B006925,C001743,,,
3505,B006927,C009931,,,
3506,B006929,C008954,,,
3507,B006931,C005664,,,
3508,B006935,C011746,,,
3509,B006938,C005675,,,
3510,B006941,C001615,,,
3511,B006942,C009920,,,
3512,B006944,C005667,,,
3513,B006945,C005863,,,
3514,B006947,C005683,,,
3515,B006948,C010458,,,
3516,B006951,C005876,,,
3517,B006952,C009925,,,
3518,B006954,C010651,,,
3519,B006955,C005768,,,
3520,B006956,C005668,,,
3521,B006957,C001744,,,
3522,B006961,C005884,,,
3523,B006963,C005682,,,
3524,B006964,C005869,,,
3525,B006966,C005597,,,
3526,B006967,C005672,,,
3527,B006968,C005771,,,
3528,B006969,C005681,,,
3529,B006970,C001614,,,
3530,B006971,C005769,,,
3531,B006972,C011465,,,
3532,B006973,C009952,,,
3533,B006974,C009949,,,
3534,B006977,C009955,,,
3535,B006978,C001747,,,
3536,B006979,C000592,,,
3537,B006980,C010475,,,
3538,B006981,C005772,,,
3539,B006982,C010461,,,
3540,B006983,C005673,,,
3541,B006985,C001224,,,
3542,B006986,C010473,,,
3543,B006987,C010474,,,
3544,B006989,C005910,,,
3545,B006991,C001223,,,
3546,B006992,C001746,,,
3547,B006993,C005680,,,
3548,B006995,C011044,,,
3549,B006997,C010477,,,
3550,B006998,C011514,,,
3551,B006999,C009950,,,
3552,B007001,C005773,,,
3553,B007002,C001221,,,
3554,B007004,C005679,,,
3555,B007005,C005676,,,
3556,B007006,C010333,,,
3557,B007012,C005767,,,
3558,B007013,C010331,,,
3559,B007014,C010459,,,
3560,B007015,C001750,,,
3561,B007017,C005770,,,
3562,B007018,C005678,,,
3563,B007019,C009922,,,
3564,B007020,C005909,,,
3565,B007021,C005774,,,
3566,B007022,C005870,,,
3567,B007023,C001616,,,
3568,B007024,C005866,,,
3569,B007025,C005911,,,
3570,B007027,C001745,,,
3571,B007028,C005598,,,
3572,B007030,C005677,,,
3573,B007031,C010471,,,
3574,B007032,C010470,,,
3575,B007033,C010472,,,
3576,B007034,C009924,,,
3577,B007035,C005596,,,
3578,B007038,C005775,,,
3579,B007039,C009956,,,
3580,B007040,C010476,,,
3581,B007041,C005864,,,
3582,B007043,C010462,,,
3583,B007045,C005669,,,
3584,B007047,C011747,,,
3585,B007048,C010478,,,
3586,B007051,C009923,,,
3587,B007053,C008956,,,
3588,B007055,C000593,,,
3589,B007058,C000343,,,
3590,B007059,C010330,,,
3591,B007060,C011467,,,
3592,B007061,C009951,,,
3593,B007062,C010324,,,
3594,B007063,C005867,,,
3595,B007064,C005871,,,
3596,B007065,C005599,,,
3597,B007066,C011748,,,
3598,B007067,C008959,,,
3599,B007069,C000391,,,
3600,B007070,C001751,,,
3601,B007074,C001225,,,
3602,B007075,C010325,,,
3603,B007076,C009963,,,
3604,B007077,C001222,,,
3605,B007078,C010467,,,
3606,B007079,C010466,,,
3607,B007080,C008957,,,
3608,B007083,C011519,,,
3609,B007086,C010463,,,
3610,B007087,C008960,,,
3611,B007088,C001232,,,
3612,B007090,C005886,,,
3613,B007091,C011749,,,
3614,B007093,C000355,,,
3615,B007094,C010479,,,
3616,B007097,C010019,,,
3617,B007099,C000594,,,
3618,B007100,C001753,,,
3619,B007101,C010334,,,
3620,B007102,C010017,,,
3621,B007107,C010337,,,
3622,B007115,C008958,,,
3623,B007118,C001748,,,
3624,B007120,C010326,,,
3625,B007121,C011363,,,
3626,B007122,C008961,,,
3627,B007123,C010480,,,
3628,B007124,C009921,,,
3629,B007127,C009959,,,
3630,B007128,C010481,,,
3631,B007130,C010482,,,
3632,B007131,C010322,,,
3633,B007132,C009958,,,
3634,B007133,C001749,,,
3635,B007134,C006610,,,
3636,B007135,C010336,,,
3637,B007136,C006609,,,
3638,B007137,C010469,,,
3639,B007138,C008962,,,
3640,B007143,C010483,,,
3641,B007145,C011742,,,
3642,B007147,C010978,,,
3643,B007149,C010079,,,
3644,B007151,C010327,,,
3645,B007156,C009960,,,
3646,B007158,C009957,,,
3647,B007159,C010305,,,
3648,B007160,C005887,,,
3649,B007161,C011095,,,
3650,B007162,C010016,,,
3651,B007163,C001231,,,
3652,B007164,C010018,,,
3653,B007165,C005865,,,
3654,B007168,C010321,,,
3655,B007169,C009966,,,
3656,B007171,C011409,,,
3657,B007172,C009962,,,
3658,B007175,C009961,,,
3659,B007178,C009967,,,
3660,B007179,C008966,,,
3661,B007182,C001613,,,
3662,B007185,C010015,,,
3663,B007188,C008965,,,
3664,B007190,C010328,,,
3665,B007193,C010329,,,
3666,B007194,C009978,,,
3667,B007196,C010468,,,
3668,B007199,C005888,,,
3669,B007200,C001230,,,
3670,B007201,C001752,,,
3671,B007202,C008964,,,
3672,B007204,C011361,,,
3673,B007207,C009965,,,
3674,B007209,C010335,,,
3675,B007212,C008963,,,
3676,B007216,C009979,,,
3677,B007218,C006611,,,
3678,B007219,C001226,,,
3679,B007220,C010304,,,
3680,B007222,C010306,,,
3681,B007225,C008970,,,
3682,B007228,C009981,,,
3683,B007229,C009964,,,
3684,B007231,C010307,,,
3685,B007233,C009913,,,
3686,B007245,C008967,,,
3687,B007250,C011321,,,
3688,B007254,C001617,,,
3689,B007255,C009968,,,
3690,B007256,C011045,,,
3691,B007258,C009980,,,
3692,B007262,C010052,,,
3693,B007264,C009977,,,
3694,B007265,C009976,,,
3695,B007266,C010053,,,
3696,B007270,C010014,,,
3697,B007271,C010029,,,
3698,B007274,C009972,,,
3699,B007279,C001850,,,
3700,B007281,C010080,,,
3701,B007285,C010013,,,
3702,B007287,C000372,,,
3703,B007288,C009969,,,
3704,B007291,C011412,,,
3705,B007297,C010012,,,
3706,B007298,C010054,,,
3707,B007299,C008968,,,
3708,B007302,C008973,,,
3709,B007303,C010030,,,
3710,B007304,C010011,,,
3711,B007308,C011099,,,
3712,B007311,C010993,,,
3713,B007315,C010994,,,
3714,B007316,C011100,,,
3715,B007318,C010009,,,
3716,B007320,C009970,,,
3717,B007321,C008969,,,
3718,B007322,C011101,,,
3719,B007323,C009971,,,
3720,B007324,C009975,,,
3721,B007327,C009974,,,
3722,B007331,C009973,,,
3723,B007332,C008972,,,
3724,B007333,C010064,,,
3725,B007335,C010977,,,
3726,B007339,C010010,,,
3727,B007340,C010055,,,
3728,B007343,C010995,,,
3729,B007347,C010008,,,
3730,B007351,C010063,,,
3731,B007353,C010056,,,
3732,B007356,C010060,,,
3733,B007358,C009982,,,
3734,B007360,C010062,,,
3735,B007364,C008971,,,
3736,B007369,C010082,,,
3737,B007376,C006612,,,
3738,B007378,C010061,,,
3739,B007380,C010992,,,
3740,B007381,C000710,,,
3741,B007382,C010991,,,
3742,B007385,C008981,,,
3743,B007387,C011094,,,
3744,B007388,C008980,,,
3745,B007392,C009984,,,
3746,B007393,C010104,,,
3747,B007395,C010038,,,
3748,B007396,C010036,,,
3749,B007397,C010037,,,
3750,B007398,C010031,,,
3751,B007399,C008984,,,
3752,B007401,C008985,,,
3753,B007402,C008986,,,
3754,B007406,C010057,,,
3755,B007407,C009983,,,
3756,B007413,C010083,,,
3757,B007415,C007355,,,
3758,B007420,C011093,,,
3759,B007421,C010040,,,
3760,B007422,C010039,,,
3761,B007423,C010990,,,
3762,B007428,C010133,,,
3763,B007434,C010059,,,
3764,B007435,C007636,,,
3765,B007437,C010051,,,
3766,B007444,C008988,,,
3767,B007445,C008983,,,
3768,B007446,C008982,,,
3769,B007447,C010105,,,
3770,B007448,C010007,,,
3771,B007450,C008974,,,
3772,B007452,C009986,,,
3773,B007454,C011097,,,
3774,B007456,C007510,,,
3775,B007458,C008987,,,
3776,B007459,C006615,,,
3777,B007464,C010044,,,
3778,B007465,C007356,,,
3779,B007466,C010032,,,
3780,B007467,C010034,,,
3781,B007468,C010035,,,
3782,B007472,C009988,,,
3783,B007473,C010033,,,
3784,B007481,C001229,,,
3785,B007487,C009985,,,
3786,B007489,C010041,,,
3787,B007490,C007635,,,
3788,B007492,C010042,,,
3789,B007496,C009989,,,
3790,B007504,C006616,,,
3791,B007508,C006613,,,
3792,B007509,C008977,,,
3793,B007512,C010045,,,
3794,B007515,C010048,,,
3795,B007519,C010988,,,
3796,B007521,C008989,,,
3797,B007525,C008976,,,
3798,B007528,C011298,,,
3799,B007537,C010989,,,
3800,B007543,C007489,,,
3801,B007544,C010043,,,
3802,B007545,C010340,,,
3803,B007548,C006614,,,
3804,B007549,C007354,,,
3805,B007553,C001228,,,
3806,B007555,C010047,,,
3807,B007558,C009990,,,
3808,B007559,C010046,,,
3809,B007564,C007487,,,
3810,B007566,C010003,,,
3811,B007568,C011096,,,
3812,B007571,C007353,,,
3813,B007576,C009987,,,
3814,B007591,C007497,,,
3815,B007592,C007492,,,
3816,B007597,C007488,,,
3817,B007598,C010435,,,
3818,B007601,C008975,,,
3819,B007603,C007357,,,
3820,B007604,C011098,,,
3821,B007608,C007630,,,
3822,B007609,C007485,,,
3823,B007610,C008990,,,
3824,B007611,C010058,,,
3825,B007612,C010417,,,
3826,B007614,C008978,,,
3827,B007615,C009994,,,
3828,B007616,C009004,,,
3829,B007618,C009000,,,
3830,B007619,C007490,,,
3831,B007621,C010081,,,
3832,B007622,C007498,,,
3833,B007623,C010416,,,
3834,B007629,C009426,,,
3835,B007630,C010002,,,
3836,B007631,C010050,,,
3837,B007632,C009993,,,
3838,B007633,C007634,,,
3839,B007636,C010415,,,
3840,B007637,C009992,,,
3841,B007639,C009001,,,
3842,B007641,C010049,,,
3843,B007644,C007352,,,
3844,B007647,C010418,,,
3845,B007650,C010073,,,
3846,B007652,C009002,,,
3847,B007653,C009995,,,
3848,B007655,C008998,,,
3849,B007657,C006620,,,
3850,B007658,C008999,,,
3851,B007659,C008997,,,
3852,B007661,C001227,,,
3853,B007664,C009003,,,
3854,B007665,C007482,,,
3855,B007667,C008991,,,
3856,B007669,C007346,,,
3857,B007672,C010021,,,
3858,B007674,C010419,,,
3859,B007675,C009991,,,
3860,B007676,C006619,,,
3861,B007678,C007491,,,
3862,B007680,C009996,,,
3863,B007682,C007348,,,
3864,B007684,C008996,,,
3865,B007686,C010773,,,
3866,B007690,C011413,,,
3867,B007691,C009473,,,
3868,B007692,C007481,,,
3869,B007693,C007345,,,
3870,B007694,C010420,,,
3871,B007698,C009997,,,
3872,B007699,C010004,,,
3873,B007700,C007480,,,
3874,B007701,C007495,,,
3875,B007703,C006621,,,
3876,B007706,C007347,,,
3877,B007708,C007486,,,
3878,B007709,C010006,,,
3879,B007711,C010001,,,
3880,B007712,C011046,,,
3881,B007713,C011122,,,
3882,B007719,C007479,,,
3883,B007722,C007477,,,
3884,B007724,C010414,,,
3885,B007729,C010356,,,
3886,B007730,C008994,,,
3887,B007732,C007496,,,
3888,B007735,C010772,,,
3889,B007737,C010072,,,
3890,B007738,C010022,,,
3891,B007741,C007509,,,
3892,B007742,C007350,,,
3893,B007743,C007484,,,
3894,B007746,C011121,,,
3895,B007747,C007474,,,
3896,B007748,C010020,,,
3897,B007752,C008946,,,
3898,B007753,C007478,,,
3899,B007754,C011047,,,
3900,B007758,C007631,,,
3901,B007760,C009005,,,
3902,B007761,C007476,,,
3903,B007763,C011500,,,
3904,B007764,C010106,,,
3905,B007765,C008947,,,
3906,B007767,C008992,,,
3907,B007769,C010005,,,
3908,B007770,C010084,,,
3909,B007772,C006617,,,
3910,B007775,C007460,,,
3911,B007776,C007475,,,
3912,B007777,C008948,,,
3913,B007778,C007351,,,
3914,B007781,C007459,,,
3915,B007782,C010987,,,
3916,B007783,C007349,,,
3917,B007784,C010000,,,
3918,B007785,C009998,,,
3919,B007786,C009474,,,
3920,B007787,C008904,,,
3921,B007788,C007499,,,
3922,B007789,C007344,,,
3923,B007790,C009006,,,
3924,B007791,C009999,,,
3925,B007792,C007458,,,
3926,B007794,C010771,,,
3927,B007796,C006618,,,
3928,B007797,C010357,,,
3929,B007798,C011123,,,
3930,B007799,C008952,,,
3931,B007800,C011299,,,
3932,B007802,C010980,,,
3933,B007804,C008903,,,
3934,B007805,C009425,,,
3935,B007807,C007483,,,
3936,B007808,C010358,,,
3937,B007810,C007633,,,
3938,B007811,C008995,,,
3939,B007812,C007473,,,
3940,B007816,C008993,,,
3941,B007818,C008942,,,
3942,B007819,C007358,,,
3943,B007821,C006622,,,
3944,B007823,C010107,,,
3945,B007825,C007472,,,
3946,B007827,C007360,,,
3947,B007829,C010983,,,
3948,B007831,C010066,,,
3949,B007832,C008949,,,
3950,B007834,C010986,,,
3951,B007835,C009420,,,
3952,B007837,C008889,,,
3953,B007838,C009421,,,
3954,B007840,C010108,,,
3955,B007841,C010984,,,
3956,B007842,C008934,,,
3957,B007844,C010114,,,
3958,B007845,C007363,,,
3959,B007846,C008941,,,
3960,B007847,C007471,,,
3961,B007848,C008931,,,
3962,B007849,C010691,,,
3963,B007850,C010122,,,
3964,B007851,C008933,,,
3965,B007852,C007505,,,
3966,B007853,C009476,,,
3967,B007854,C010982,,,
3968,B007855,C009471,,,
3969,B007856,C010354,,,
3970,B007857,C010120,,,
3971,B007858,C010359,,,
3972,B007859,C008888,,,
3973,B007860,C009454,,,
3974,B007862,C008932,,,
3975,B007863,C009424,,,
3976,B007864,C007464,,,
3977,B007865,C008936,,,
3978,B007868,C010109,,,
3979,B007869,C008945,,,
3980,B007870,C007359,,,
3981,B007873,C010985,,,
3982,B007875,C008950,,,
3983,B007876,C007500,,,
3984,B007879,C007463,,,
3985,B007880,C008890,,,
3986,B007884,C008935,,,
3987,B007885,C008896,,,
3988,B007886,C010074,,,
3989,B007887,C010347,,,
3990,B007888,C008895,,,
3991,B007889,C011050,,,
3992,B007890,C008923,,,
3993,B007891,C006623,,,
3994,B007892,C010115,,,
3995,B007893,C007462,,,
3996,B007894,C009422,,,
3997,B007895,C007457,,,
3998,B007896,C010111,,,
3999,B007897,C008937,,,
4000,B007898,C007493,,,
4001,B007899,C010355,,,
4002,B007900,C008951,,,
4003,B007901,C007361,,,
4004,B007902,C007456,,,
4005,B007903,C009007,,,
4006,B007905,C007508,,,
4007,B007906,C008905,,,
4008,B007907,C010116,,,
4009,B007908,C008891,,,
4010,B007909,C011297,,,
4011,B007910,C001236,,,
4012,B007913,C006628,,,
4013,B007914,C009008,,,
4014,B007915,C010341,,,
4015,B007916,C007461,,,
4016,B007918,C008930,,,
4017,B007920,C009423,,,
4018,B007921,C009150,,,
4019,B007922,C006624,,,
4020,B007925,C010121,,,
4021,B007926,C009472,,,
4022,B007927,C008902,,,
4023,B007928,C000946,,,
4024,B007931,C007453,,,
4025,B007932,C008924,,,
4026,B007933,C009017,,,
